1,"	0.00047100509028938614"
1,"	0.00048793901873909383"
1,"	0.0004786881220308798"
1,"	0.000477642083641543"
1,"	0.0004847457009068359"
1,"	0.000489467193851942"
1,"	0.0004798038313307833"
1,"	0.00046765680736130476"
1,"	0.00046604683477479434"
1,"	0.0004760271309776784"
0,"	0.0005257104857055582"
0,"	0.0005316646559019248"
0,"	0.0005804120802425517"
0,"	0.0005037376080952783"
0,"	0.0005150846142281347"
0,"	0.0005058877223715317"
0,"	0.0005407873119476856"
0,"	0.0005006203719311"
0,"	0.0005175567598993691"
0,"	0.0005439545172205446"
,
REALTIME PRIORITY,
1,0.000474979
1,0.000463607
1,0.000493907
1,0.000467044
1,0.000482512
1,0.000477117
1,0.000480698
1,0.000485522
1,0.000502742
1,0.000474445
0,0.000525009
0,0.000521074
0,0.000488434
0,0.000507856
0,0.000523207
0,0.000504435
0,0.000525734
0,0.000535015
0,0.00053514
0,0.000502934
,
BUSY WAITING,
is_async,jitter
1,0.000332824
1,0.000102388
0,0.000218581
0,0.00018859
NOT BUSY WAITING,
is_async,jitter
0,0.000502206
0,0.000494819
1,0.0004774
1,0.000487008
1,0.000683932
1,nan
1,0.00050142
1,0.000503993
1,0.000439235
1,0.001928376
1,0.005581964
1,0.001125434
1,0.004364859
1,0.001089147
1,0.000595518
1,0.000618293
1,0.001264237
1,0.000603201
1,0.010348459
1,0.003185861
1,0.004833909
1,0.002857497
1,0.001667936
1,nan
1,nan
1,nan
1,0.000467959
1,0.000792161
1,0.001531107
1,0.000473781
1,0.000484916
1,0.000519676
1,0.000496155
1,0.000613557
1,0.001207424
1,0.001244052
1,0.004336708
1,0.001183108
1,0.000523967
1,0.000498583
1,0.001689696
1,0.001540091
1,0
1,nan
1,0.000551151
1,0.001073438
1,0.00205074
1,0.053064468
1,0.000622539
1,0.000948205
1,0.002884219
1,0.001722826
1,0.000736211
1,0.003556235
1,0.00154069
1,0.002297716
1,0.002885431
1,0.000537161
1,0.000673358
1,0.005567102
1,0.003509141
1,0.000493062
1,0.004762455
1,0.001157457
1,0.001296519
1,0.002034025
1,0.004994993
1,0.001806313
1,0.000611282
1,0.001032546
1,0.0005564976633770497
1,0.01947900254914956
1,0.0004955753148013679
1,0.0005024990691249941
1,0.0005155510024583302
1,0.00047066567254682926
1,0.0004920984928223548
1,0.0005051063886995718
1,0.0005149248923604391
1,0.0005303687392010159
1,0.0004887846575067904
1,0.000506763509035349
1,0.004176900725808378
1,0.002488755075130464
1,0.002019444583630142
1,0.0017227706247077337
1,0.002253036917541191
1,0.0018911750840354565
1,0.001992038384385709
1,0.0018408977645012036
1,0.0009623660389541436
1,0.0013096628793394678
1,0.0043414714806658825
1,0.0035824223426891726
1,0.0015659283205864802
1,0.002091342901325327
1,0.0032716377580328908
1,0.0015559187641383096
1,0.002989934460895992
1,0.0011755847431289884
1,0.0022562375563511218
1,0.001910104939397699
1,0.0017286362394489563
1,0.0012115155430205608
1,0.0007196542992310211
1,0.0025196278640072537
1,0.00253108666534027
1,0.0017447438955493894
1,0.0016078836749408305
1,0.002038515046057662
1,0.0006204056421368009
1,0.0006697576992433531
1,0.0007697887248272399
1,0.0006041074445975183
